num,x,y
1,0.497903339,8.276573535
2,0.472262936,9.504964077
3,0.63623325,8.831868669
4,0.329523548,8.418509598
5,0.932203219,8.924972596
6,1.194903215,9.839995138
7,1.061003817,9.384858758
8,0.674985459,9.394183392
9,1.017179981,9.411892728
10,0.682797185,9.548869027
11,1.40524395,8.697094289
12,0.743144413,8.6701117
13,1.545612308,8.510175596
14,0.57522301,8.799787371
15,1.725034947,9.208992994
16,1.330261378,9.597925775
17,0.949586707,9.016738201
18,1.194579978,9.421640607
19,1.07784932,8.416521319
20,0.664496897,9.560972133
21,1.453935411,8.642399331
22,1.159546981,8.844727237
23,0.40197914,9.650891386
24,0.10927784,8.66237855
25,0.940980762,9.973015737
26,0.869762438,9.936627896
27,0.106482979,8.706805147
28,0.584028489,8.673656135
29,0.533156929,8.970907404
30,1.581640989,9.690196729
31,1.571803188,8.738787636
32,1.036355252,8.833442513
33,1.100716329,9.399353127
34,1.346982487,9.111747854
35,1.095351929,9.827261699
36,0.272422014,8.552281769
37,0.776898646,9.141537367
38,1.016796958,8.688207779
39,0,8.848136833
40,1.469072494,8.39455315
41,0.906834372,8.73907522
42,0.536060907,8.987424454
43,0.853925137,8.326330429
44,0.850110981,9.729817097
45,1.450333603,9.885522365
46,0.42016957,8.558105001
47,1.265942205,9.524628397
48,0.961033027,9.018301385
49,0.174549241,8.89174121
50,1.11059762,9.011795132
51,0.480930505,9.614153475
52,1.333092581,9.309827521
53,0.358862318,8.768792983
54,0.982170876,8.512185698
55,1.471202746,8.918308627
56,0.490650203,9.013936666
57,0.405130611,9.555075375
58,0.089564659,9.476916094
59,0.327371344,8.662029109
60,0.883218674,8.374772021
61,1.503114355,9.104641078
62,0.851662425,9.145389614
63,2.025084098,9.643266006
64,2.021996221,9.217606668
65,0.690375139,9.460428682
66,0.880858123,9.674072872
67,1.697244579,9.611065979
68,2.135908277,9.61001988
69,1.796982143,9.764571974
70,1.19712504,8.444648584
71,1.291506903,9.391432354
72,1.75863671,9.928915374
73,1.639000749,9.294382969
74,1.590226461,8.640886023
75,1.567614961,9.107925326
76,1.250373842,8.278057251
77,2.127440034,9.437383577
78,1.335189194,9.266725879
79,1.872029896,8.42786968
80,1.691581326,9.698918974
81,0.706981063,9.806093455
82,0.698710848,9.735824232
83,2.045779596,9.558012779
84,1.941853432,9.317506198
85,1.955693052,9.551688596
86,0.598233285,8.800938993
87,1.324782748,9.78331887
88,1.815857767,9.632889967
89,0.690750116,9.744898608
90,1.192193021,9.581564213
91,0.479800514,9.37977487
92,1.381499468,8.360532689
93,1.863868323,9.431144585
94,1.039340864,9.122580463
95,1.8423827,9.086925291
96,0.58741041,9.01210055
97,1.151917304,8.922101709
98,1.904269174,8.740906269
99,0.524631315,8.785977869
100,0.537895399,9.239461354
101,1.114732059,8.826252355
102,1.185072151,9.393158343
103,1.220092616,9.130170729
104,1.157905298,9.332898012
105,2.628970333,8.9148686
106,1.702960243,8.919465549
107,2.275914432,8.433086223
108,2.577794503,8.764608055
109,2.027361846,8.518222674
110,2.114297747,9.087221778
111,1.528302039,9.247835163
112,1.532290151,8.492351996
113,1.199916672,9.672542012
114,2.176373821,9.548595362
115,1.48469449,9.403359755
116,1.716193249,9.836475673
117,1.475365106,9.10322177
118,1.817471034,9.588392561
119,1.283252159,8.693513335
120,2.515273005,8.757050824
121,1.251827138,9.035080241
122,2.588884431,8.757925214
123,2.286960928,8.700013834
124,1.818693623,9.497697299
125,1.60073065,9.374369943
126,2.385684536,8.790569894
127,2.109615823,9.629549736
128,1.979000968,9.610132212
129,1.484105265,9.922603601
130,1.438656767,8.540193179
131,1.981813538,9.296618147
132,2.433092247,8.881088828
133,1.772303869,8.703682412
134,1.843069292,8.481701618
135,2.544608584,8.829430508
136,1.535496344,8.384754936
137,1.938866963,8.442629915
138,1.332489806,9.766139903
139,1.960652613,9.62419015
140,1.208025654,8.498840117
141,1.939360362,8.710025141
142,2.406410438,8.513670889
143,1.809619209,8.662480222
144,1.590413287,8.35105634
145,2.097701567,9.731418275
146,1.608845458,9.918680998
147,1.057271644,9.041158885
148,0.976161246,8.840405377
149,1.179289059,9.249665244
150,2.170464113,9.573549822
151,1.012961336,9.45832388
152,2.215872244,9.042923722
153,1.386289346,8.631017708
154,1.137851584,8.423370586
155,1.884558112,8.467917235
156,2.454301753,8.923150965
157,1.522288753,9.495569756
158,1.92620689,8.415908529
159,1.54545881,8.457216767
160,1.089703513,9.564341923
161,2.645062268,9.474858351
162,2.023381119,8.545835097
163,2.479454294,8.634778774
164,0.945527929,9.435603689
165,1.50185862,9.412721301
166,1.970514904,9.125029088
167,1.75245152,9.396517175
168,1.502569034,8.723448291
169,0.955230852,8.778193691
170,1.256701595,9.410999465
171,1.466127312,8.421230015
172,2.261492929,8.392121346
173,1.930274327,9.802540839
174,1.639751664,8.470038469
175,2.267825957,9.122318059
176,2.814312018,9.877479375
177,1.69658806,9.238121906
178,2.688902529,9.019723489
179,1.816898278,8.409338142
180,2.122241889,9.077630629
181,1.604129447,9.180301186
182,1.94715642,9.221491184
183,2.080423538,9.251802879
184,2.063457203,8.521830243
185,2.422025239,9.442175671
186,2.338262511,8.946291488
187,1.756916883,9.80200331
188,2.525825694,8.625445817
189,1.879114661,9.258232264
190,2.451853926,9.843852264
191,2.915304058,9.244048987
192,1.983820153,8.660882863
193,2.352270232,9.494709252
194,2.610865525,9.966440195
195,2.31700254,9.209289131
196,2.437779004,9.138105512
197,2.481996114,9.162914538
198,2.763040877,9.466477858
199,2.902913922,8.662236383
200,3.038810843,9.297789656
201,2.503331128,9.041300703
202,2.714057584,9.937975746
203,2.778755248,9.289973839
204,2.283164377,8.602452493
205,2.707124543,9.757956502
206,2.388151078,8.930096086
207,2.936379853,9.569055485
208,1.673482837,9.665611747
209,2.90244958,9.077213357
210,2.967223065,9.54860498
211,2.192909076,8.503183971
212,2.359060265,9.900256804
213,2.605736009,8.384468138
214,2.732715838,8.556691155
215,3.025593587,8.626723711
216,1.770217608,9.604863305
217,2.596635182,9.118051407
218,2.912978761,8.855020811
219,2.471312875,9.461651657
220,2.1983916,9.101326707
221,1.543563463,8.790653583
222,3.048935076,9.358072921
223,3.027969999,8.588905572
224,2.121845591,8.815829129
225,2.486795082,8.546240506
226,1.880306581,8.398422379
227,2.582765793,8.342761422
228,2.296014225,9.535007641
229,2.801057571,9.82925982
230,1.476985774,8.788112107
231,2.923630723,8.969778838
232,2.384822091,9.051574618
233,1.731912699,8.552456873
234,1.568741826,8.644673299
235,2.499207529,8.536015345
236,2.055639044,8.350101092
237,2.428600658,9.238999415
238,2.493761146,8.292576089
239,1.735480814,8.368361539
240,1.978615146,8.894519773
241,1.661302308,9.365205956
242,2.308685256,9.335756405
243,2.581065927,9.102983094
244,2.559899454,8.682255289
245,1.765230666,9.51938131
246,1.925103584,8.882533246
247,1.93357412,9.862778109
248,2.268189814,9.185630129
249,3.250963963,9.619818522
250,3.027856035,9.263105713
251,1.905422544,8.864873287
252,2.504951347,8.650760667
253,3.469036209,8.956479961
254,3.320568672,8.860690762
255,2.464530048,8.27446048
256,2.554707432,9.434995319
257,2.978099565,9.619601626
258,2.32598818,9.395673762
259,3.42610401,8.813467203
260,2.744529123,9.625751648
261,2.250794285,9.614997822
262,2.723886435,9.063672057
263,2.652971098,8.577714844
264,2.753724652,9.435883867
265,2.698389311,9.549579177
266,2.025352199,9.520508801
267,3.141488771,9.529237383
268,3.216344649,8.809655518
269,3.200096868,8.636537304
270,3.155858353,8.886153715
271,2.848625538,8.992202647
272,2.510437605,9.406341092
273,1.900329578,9.418008446
274,2.815616332,8.864132502
275,3.3243991,8.504411832
276,2.412548058,8.873203342
277,2.673954441,9.40986898
278,3.039496971,8.842723718
279,2.274489756,9.012696132
280,2.229447273,9.640024816
281,3.294320812,8.712187073
282,2.541560864,9.906983752
283,1.966775411,8.581200835
284,3.405792457,9.072950493
285,3.520730687,9.104147839
286,3.147698951,9.626707275
287,2.373202934,9.102713376
288,2.829267382,8.977950848
289,2.942709212,9.338432134
290,1.995349762,9.397134517
291,2.493251928,8.836806507
292,3.157309279,8.826231082
293,2.615102366,9.596442305
294,2.399968502,9.576043552
295,2.192441871,9.439170788
296,3.32107059,8.76455161
297,3.028435065,8.378626956
298,2.382309273,8.77320043
299,2.185946101,8.836839515
300,2.514197882,9.130303844
301,3.565972261,8.873967185
302,3.013084077,9.282031555
303,3.425137508,9.720000402
304,3.240581646,8.455998748
305,2.041653124,8.515579211
306,3.555152942,9.018065204
307,2.790875974,8.867305391
308,2.873237477,9.444597196
309,3.506340365,9.394444378
310,3.118573722,8.442575134
311,2.840092096,9.413845104
312,2.415224887,8.878140633
313,3.084058464,9.919126154
314,2.847192888,10.00074783
315,3.089512315,8.917391114
316,2.548301866,8.830215578
317,1.94503894,9.603061017
318,3.304556303,8.939636036
319,2.805186106,8.759309031
320,2.688648079,9.700480894
321,3.998474079,9.36536206
322,3.985213591,8.954334233
323,3.418777504,9.985491148
324,3.134308858,9.918946582
325,3.378048164,8.527340637
326,3.985858734,8.999898511
327,3.625450854,8.638886321
328,3.920989786,9.0552738
329,3.01366256,9.71926883
330,2.758927634,8.803835764
331,3.40854888,8.852666191
332,3.171118209,8.564607147
333,3.66950914,9.741354381
334,2.348354754,9.581185133
335,2.611835719,8.743972293
336,3.471058107,9.668953984
337,3.370304573,8.94052651
338,3.220707894,9.704934491
339,3.001815624,9.741226496
340,2.964120116,9.262746615
341,2.577795395,8.808677576
342,3.282235203,9.491365543
343,2.611778947,8.587780493
344,3.119504784,9.09272155
345,3.732450018,9.135228548
346,2.545787975,8.734332264
347,3.707282711,9.401303665
348,3.439664459,9.678492027
349,2.500437296,9.755789158
350,2.849244848,9.792701239
351,2.739134205,9.065715531
352,3.500238482,8.415145736
353,3.280595808,8.82780072
354,2.658013292,9.635162175
355,3.813511328,9.310196227
356,3.171544666,9.373197186
357,2.633306561,9.15567854
358,3.255379707,9.885904569
359,3.680158606,9.527771015
360,3.604368598,8.471691966
361,2.960362814,9.854876767
362,2.655176283,8.824196654
363,3.02288625,9.640725681
364,2.457128653,9.600778013
365,3.252305356,9.493721805
366,3.809231684,8.530297708
367,2.355576741,9.433621692
368,3.178277308,9.805929095
369,2.784782142,9.712305806
370,3.724122591,9.410956575
371,3.747226195,9.890230953
372,3.478304703,9.29717494
373,2.650965419,9.311873143
374,3.622686938,8.819708568
375,2.731704049,8.7984246
376,2.67461784,8.716788089
377,3.214268449,9.792659703
378,3.353331258,9.520498827
379,3.231798624,8.635057122
380,3.764152295,9.462890346
381,3.564856008,8.720918583
382,2.698615014,8.483213754
383,2.539333258,9.772957031
384,2.535962045,8.968404864
385,3.11085773,8.729344077
386,2.998305029,9.685228009
387,4.469268587,9.026703798
388,3.297297016,9.897102111
389,3.823864741,9.705616862
390,3.266502295,8.939243699
391,3.951126313,8.562331127
392,3.247280511,9.538601181
393,3.430431528,8.68456518
394,3.405114584,9.55530847
395,3.060963196,9.884668719
396,3.101155363,9.474504563
397,3.7998056,8.563390914
398,4.18520451,9.323571847
